Cell.Line,Cell.ID,Lot.Number,Treatment,Time.Point,Replicate,Sub.experiment,Batch,Filename,WG.Plate,factor1,factor2,Iso.Order,Iso.Row,Iso.Col,RNAYield(ug),Label.Order,Label.Row,Label.Col
HDFn,C,#1206197,Control,72,4,3,16,GSS2375_WellData_p16.txt,10,Control.72.HDFn,Control.72.C,49,A,7,,19,C,3
HDFn,C,#1206197,TGFb,0.5,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.0.5.HDFn,TGFb.0.5.C,50,B,7,,9,A,2
HDFn,C,#1206197,Control,8,4,3,16,GSS2375_WellData_p16.txt,10,Control.8.HDFn,Control.8.C,51,C,7,,21,E,3
HDFn,C,#1206197,Control,3,4,3,16,GSS2375_WellData_p16.txt,10,Control.3.HDFn,Control.3.C,52,D,7,,10,B,2
Adult,I,#200910-901,TGFb,96,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.96.Adult,TGFb.96.I,53,E,7,,65,A,9
SEN,F,#1206197,Control,4,4,3,16,GSS2375_WellData_p16.txt,10,Control.4.SEN,Control.4.F,54,F,7,,2,B,1
Adult,I,#200910-901,Control,2,4,3,16,GSS2375_WellData_p16.txt,10,Control.2.Adult,Control.2.I,55,G,7,,7,G,1
HDFn,C,#1206197,TGFb,48,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.48.HDFn,TGFb.48.C,56,H,7,,57,A,8
SEN,F,#1206197,Control,1,4,3,16,GSS2375_WellData_p16.txt,10,Control.1.SEN,Control.1.F,57,A,8,,36,D,5
HDFn,C,#1206197,TGFb,8,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.8.HDFn,TGFb.8.C,58,B,8,,1,A,1
SEN,F,#1206197,TGFb,8,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.8.SEN,TGFb.8.F,59,C,8,,38,F,5
Adult,I,#200910-901,Control,8,4,3,16,GSS2375_WellData_p16.txt,10,Control.8.Adult,Control.8.I,60,D,8,,14,F,2
SEN,F,#1206197,Baseline,96,4,3,16,GSS2375_WellData_p16.txt,10,Baseline.96.SEN,Baseline.96.F,61,E,8,,59,C,8
Adult,I,#200910-901,Control,48,4,3,16,GSS2375_WellData_p16.txt,10,Control.48.Adult,Control.48.I,62,F,8,,22,F,3
SEN,F,#1206197,TGFb,24,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.24.SEN,TGFb.24.F,63,G,8,,37,E,5
HDFn,C,#1206197,TGFb,1,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.1.HDFn,TGFb.1.C,64,H,8,,45,E,6
SEN,F,#1206197,Baseline,0,4,3,16,GSS2375_WellData_p16.txt,10,Baseline.0.SEN,Baseline.0.F,65,A,9,,24,H,3
HDFn,C,#1206197,TGFb,24,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.24.HDFn,TGFb.24.C,66,B,9,,60,D,8
SEN,F,#1206197,Control,24,4,3,16,GSS2375_WellData_p16.txt,10,Control.24.SEN,Control.24.F,67,C,9,,68,D,9
HDFn,C,#1206197,TGFb,2,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.2.HDFn,TGFb.2.C,68,D,9,,30,F,4
SEN,F,#1206197,TGFb,12,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.12.SEN,TGFb.12.F,69,E,9,,55,G,7
HDFn,C,#1206197,Control,4,4,3,16,GSS2375_WellData_p16.txt,10,Control.4.HDFn,Control.4.C,70,F,9,,41,A,6
SEN,F,#1206197,Control,8,4,3,16,GSS2375_WellData_p16.txt,10,Control.8.SEN,Control.8.F,71,G,9,,26,B,4
HDFn,C,#1206197,Control,96,4,3,16,GSS2375_WellData_p16.txt,10,Control.96.HDFn,Control.96.C,72,H,9,,8,H,1
Adult,I,#200910-901,Control,4,5,3,17,GSS2375_WellData_p17.txt,15,Control.4.Adult,Control.4.I,1,A,1,,44,D,6
Adult,I,#200910-901,TGFb,12,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.12.Adult,TGFb.12.I,2,B,1,,6,F,1
HDFn,C,#1206197,TGFb,8,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.8.HDFn,TGFb.8.C,3,C,1,,10,B,2
SEN,F,#1206197,Control,1,5,3,17,GSS2375_WellData_p17.txt,15,Control.1.SEN,Control.1.F,4,D,1,,63,G,8
HDFn,C,#1206197,Control,1,5,3,17,GSS2375_WellData_p17.txt,15,Control.1.HDFn,Control.1.C,5,E,1,,19,C,3
HDFn,C,#1206197,Control,8,5,3,17,GSS2375_WellData_p17.txt,15,Control.8.HDFn,Control.8.C,6,F,1,,51,C,7
SEN,F,#1206197,Control,4,5,3,17,GSS2375_WellData_p17.txt,15,Control.4.SEN,Control.4.F,7,G,1,,31,G,4
Adult,I,#200910-901,Control,72,5,3,17,GSS2375_WellData_p17.txt,15,Control.72.Adult,Control.72.I,8,H,1,,40,H,5
SEN,F,#1206197,Control,2,5,3,17,GSS2375_WellData_p17.txt,15,Control.2.SEN,Control.2.F,9,A,2,,46,F,6
HDFn,C,#1206197,Control,72,5,3,17,GSS2375_WellData_p17.txt,15,Control.72.HDFn,Control.72.C,10,B,2,,68,D,9
Adult,I,#200910-901,Control,2,5,3,17,GSS2375_WellData_p17.txt,15,Control.2.Adult,Control.2.I,11,C,2,,62,F,8
HDFn,C,#1206197,TGFb,48,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.48.HDFn,TGFb.48.C,12,D,2,,3,C,1
SEN,F,#1206197,TGFb,48,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.48.SEN,TGFb.48.F,13,E,2,,65,A,9
SEN,F,#1206197,Control,3,5,3,17,GSS2375_WellData_p17.txt,15,Control.3.SEN,Control.3.F,14,F,2,,11,C,2
HDFn,C,#1206197,Control,0.5,5,3,17,GSS2375_WellData_p17.txt,15,Control.0.5.HDFn,Control.0.5.C,15,G,2,,21,E,3
Adult,I,#200910-901,TGFb,8,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.8.Adult,TGFb.8.I,16,H,2,,70,F,9
Adult,I,#200910-901,Control,8,5,3,17,GSS2375_WellData_p17.txt,15,Control.8.Adult,Control.8.I,17,A,3,,2,B,1
HDFn,C,#1206197,TGFb,1,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.1.HDFn,TGFb.1.C,18,B,3,,16,H,2
HDFn,C,#1206197,Baseline,96,5,3,17,GSS2375_WellData_p17.txt,15,Baseline.96.HDFn,Baseline.96.C,19,C,3,,1,A,1
SEN,F,#1206197,Baseline,0,5,3,17,GSS2375_WellData_p17.txt,15,Baseline.0.SEN,Baseline.0.F,20,D,3,,35,C,5
SEN,F,#1206197,Control,0.5,5,3,17,GSS2375_WellData_p17.txt,15,Control.0.5.SEN,Control.0.5.F,21,E,3,,38,F,5
HDFn,C,#1206197,TGFb,12,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.12.HDFn,TGFb.12.C,22,F,3,,29,E,4
HDFn,C,#1206197,Control,96,5,3,17,GSS2375_WellData_p17.txt,15,Control.96.HDFn,Control.96.C,23,G,3,,26,B,4
HDFn,C,#1206197,Control,24,5,3,17,GSS2375_WellData_p17.txt,15,Control.24.HDFn,Control.24.C,24,H,3,,52,D,7
Adult,I,#200910-901,TGFb,3,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.3.Adult,TGFb.3.I,25,A,4,,66,B,9
Adult,I,#200910-901,TGFb,0.5,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.0.5.Adult,TGFb.0.5.I,26,B,4,,8,H,1
Adult,I,#200910-901,Control,48,5,3,17,GSS2375_WellData_p17.txt,15,Control.48.Adult,Control.48.I,27,C,4,,56,H,7
SEN,F,#1206197,TGFb,24,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.24.SEN,TGFb.24.F,28,D,4,,9,A,2
HDFn,C,#1206197,Control,12,5,3,17,GSS2375_WellData_p17.txt,15,Control.12.HDFn,Control.12.C,29,E,4,,14,F,2
Adult,I,#200910-901,Baseline,96,5,3,17,GSS2375_WellData_p17.txt,15,Baseline.96.Adult,Baseline.96.I,30,F,4,,32,H,4
HDFn,C,#1206197,Baseline,0,5,3,17,GSS2375_WellData_p17.txt,15,Baseline.0.HDFn,Baseline.0.C,31,G,4,,58,B,8
HDFn,C,#1206197,TGFb,0.5,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.0.5.HDFn,TGFb.0.5.C,32,H,4,,55,G,7
SEN,F,#1206197,Baseline,96,5,3,17,GSS2375_WellData_p17.txt,15,Baseline.96.SEN,Baseline.96.F,33,A,5,,20,D,3
SEN,F,#1206197,TGFb,1,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.1.SEN,TGFb.1.F,34,B,5,,59,C,8
SEN,F,#1206197,TGFb,4,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.4.SEN,TGFb.4.F,35,C,5,,64,H,8
HDFn,C,#1206197,Control,4,5,3,17,GSS2375_WellData_p17.txt,15,Control.4.HDFn,Control.4.C,36,D,5,,7,G,1
SEN,F,#1206197,TGFb,8,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.8.SEN,TGFb.8.F,37,E,5,,53,E,7
SEN,F,#1206197,Control,24,5,3,17,GSS2375_WellData_p17.txt,15,Control.24.SEN,Control.24.F,38,F,5,,5,E,1
SEN,F,#1206197,Control,12,5,3,17,GSS2375_WellData_p17.txt,15,Control.12.SEN,Control.12.F,39,G,5,,45,E,6
Adult,I,#200910-901,TGFb,72,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.72.Adult,TGFb.72.I,40,H,5,,17,A,3
Adult,I,#200910-901,Control,12,5,3,17,GSS2375_WellData_p17.txt,15,Control.12.Adult,Control.12.I,41,A,6,,69,E,9
Adult,I,#200910-901,Control,3,5,3,17,GSS2375_WellData_p17.txt,15,Control.3.Adult,Control.3.I,42,B,6,,71,G,9
SEN,F,#1206197,TGFb,2,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.2.SEN,TGFb.2.F,43,C,6,,34,B,5
Adult,I,#200910-901,TGFb,96,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.96.Adult,TGFb.96.I,44,D,6,,39,G,5
SEN,F,#1206197,Control,48,5,3,17,GSS2375_WellData_p17.txt,15,Control.48.SEN,Control.48.F,45,E,6,,37,E,5
SEN,F,#1206197,TGFb,72,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.72.SEN,TGFb.72.F,46,F,6,,42,B,6
SEN,F,#1206197,TGFb,12,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.12.SEN,TGFb.12.F,47,G,6,,27,C,4
SEN,F,#1206197,TGFb,0.5,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.0.5.SEN,TGFb.0.5.F,48,H,6,,28,D,4
SEN,F,#1206197,TGFb,96,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.96.SEN,TGFb.96.F,49,A,7,,49,A,7
HDFn,C,#1206197,TGFb,2,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.2.HDFn,TGFb.2.C,50,B,7,,67,C,9
Adult,I,#200910-901,Control,0.5,5,3,17,GSS2375_WellData_p17.txt,15,Control.0.5.Adult,Control.0.5.I,51,C,7,,72,H,9
SEN,F,#1206197,TGFb,3,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.3.SEN,TGFb.3.F,52,D,7,,36,D,5
HDFn,C,#1206197,Control,48,5,3,17,GSS2375_WellData_p17.txt,15,Control.48.HDFn,Control.48.C,53,E,7,,33,A,5
HDFn,C,#1206197,TGFb,24,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.24.HDFn,TGFb.24.C,54,F,7,,15,G,2
Adult,I,#200910-901,TGFb,48,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.48.Adult,TGFb.48.I,55,G,7,,22,F,3
Adult,I,#200910-901,TGFb,1,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.1.Adult,TGFb.1.I,56,H,7,,25,A,4
HDFn,C,#1206197,Control,2,5,3,17,GSS2375_WellData_p17.txt,15,Control.2.HDFn,Control.2.C,57,A,8,,54,F,7
SEN,F,#1206197,Control,8,5,3,17,GSS2375_WellData_p17.txt,15,Control.8.SEN,Control.8.F,58,B,8,,24,H,3
Adult,I,#200910-901,Control,1,5,3,17,GSS2375_WellData_p17.txt,15,Control.1.Adult,Control.1.I,59,C,8,,60,D,8
Adult,I,#200910-901,Baseline,0,5,3,17,GSS2375_WellData_p17.txt,15,Baseline.0.Adult,Baseline.0.I,60,D,8,,13,E,2
Adult,I,#200910-901,Control,24,5,3,17,GSS2375_WellData_p17.txt,15,Control.24.Adult,Control.24.I,61,E,8,,23,G,3
Adult,I,#200910-901,TGFb,24,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.24.Adult,TGFb.24.I,62,F,8,,48,H,6
HDFn,C,#1206197,TGFb,96,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.96.HDFn,TGFb.96.C,63,G,8,,57,A,8
SEN,F,#1206197,Control,72,5,3,17,GSS2375_WellData_p17.txt,15,Control.72.SEN,Control.72.F,64,H,8,,47,G,6
Adult,I,#200910-901,TGFb,4,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.4.Adult,TGFb.4.I,65,A,9,,18,B,3
Adult,I,#200910-901,Control,96,5,3,17,GSS2375_WellData_p17.txt,15,Control.96.Adult,Control.96.I,66,B,9,,4,D,1
HDFn,C,#1206197,Control,3,5,3,17,GSS2375_WellData_p17.txt,15,Control.3.HDFn,Control.3.C,67,C,9,,61,E,8
SEN,F,#1206197,Control,96,5,3,17,GSS2375_WellData_p17.txt,15,Control.96.SEN,Control.96.F,68,D,9,,43,C,6
Adult,I,#200910-901,TGFb,2,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.2.Adult,TGFb.2.I,69,E,9,,41,A,6
HDFn,C,#1206197,TGFb,3,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.3.HDFn,TGFb.3.C,70,F,9,,12,D,2
HDFn,C,#1206197,TGFb,4,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.4.HDFn,TGFb.4.C,71,G,9,,50,B,7
HDFn,C,#1206197,TGFb,72,5,3,17,GSS2375_WellData_p17.txt,15,TGFb.72.HDFn,TGFb.72.C,72,H,9,,30,F,4
HDFn,C,#1206197,Control,0.5,6,3,18,GSS2375_WellData_p18.txt,16,Control.0.5.HDFn,Control.0.5.C,1,A,1,,14,F,2
SEN,F,#1206197,Control,3,6,3,18,GSS2375_WellData_p18.txt,16,Control.3.SEN,Control.3.F,2,B,1,,61,E,8
SEN,F,#1206197,TGFb,24,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.24.SEN,TGFb.24.F,3,C,1,,44,D,6
HDFn,C,#1206197,Baseline,96,6,3,18,GSS2375_WellData_p18.txt,16,Baseline.96.HDFn,Baseline.96.C,4,D,1,,55,G,7
SEN,F,#1206197,Control,72,6,3,18,GSS2375_WellData_p18.txt,16,Control.72.SEN,Control.72.F,5,E,1,,70,F,9
Adult,I,#200910-901,TGFb,8,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.8.Adult,TGFb.8.I,6,F,1,,64,H,8
Adult,I,#200910-901,Control,48,6,3,18,GSS2375_WellData_p18.txt,16,Control.48.Adult,Control.48.I,7,G,1,,29,E,4
Adult,I,#200910-901,Control,12,6,3,18,GSS2375_WellData_p18.txt,16,Control.12.Adult,Control.12.I,8,H,1,,26,B,4
Adult,I,#200910-901,TGFb,24,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.24.Adult,TGFb.24.I,9,A,2,,11,C,2
SEN,F,#1206197,Control,0.5,6,3,18,GSS2375_WellData_p18.txt,16,Control.0.5.SEN,Control.0.5.F,10,B,2,,57,A,8
Adult,I,#200910-901,Baseline,0,6,3,18,GSS2375_WellData_p18.txt,16,Baseline.0.Adult,Baseline.0.I,11,C,2,,4,D,1
SEN,F,#1206197,TGFb,4,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.4.SEN,TGFb.4.F,12,D,2,,48,H,6
HDFn,C,#1206197,TGFb,8,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.8.HDFn,TGFb.8.C,13,E,2,,32,H,4
SEN,F,#1206197,Control,48,6,3,18,GSS2375_WellData_p18.txt,16,Control.48.SEN,Control.48.F,14,F,2,,25,A,4
Adult,I,#200910-901,TGFb,72,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.72.Adult,TGFb.72.I,15,G,2,,62,F,8
Adult,I,#200910-901,Baseline,96,6,3,18,GSS2375_WellData_p18.txt,16,Baseline.96.Adult,Baseline.96.I,16,H,2,,53,E,7
HDFn,C,#1206197,TGFb,96,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.96.HDFn,TGFb.96.C,17,A,3,,72,H,9
HDFn,C,#1206197,Control,12,6,3,18,GSS2375_WellData_p18.txt,16,Control.12.HDFn,Control.12.C,18,B,3,,58,B,8
HDFn,C,#1206197,Control,48,6,3,18,GSS2375_WellData_p18.txt,16,Control.48.HDFn,Control.48.C,19,C,3,,19,C,3
Adult,I,#200910-901,Control,96,6,3,18,GSS2375_WellData_p18.txt,16,Control.96.Adult,Control.96.I,20,D,3,,50,B,7
HDFn,C,#1206197,TGFb,2,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.2.HDFn,TGFb.2.C,21,E,3,,60,D,8
HDFn,C,#1206197,Control,2,6,3,18,GSS2375_WellData_p18.txt,16,Control.2.HDFn,Control.2.C,22,F,3,,66,B,9
SEN,F,#1206197,TGFb,8,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.8.SEN,TGFb.8.F,23,G,3,,18,B,3
Adult,I,#200910-901,Control,1,6,3,18,GSS2375_WellData_p18.txt,16,Control.1.Adult,Control.1.I,24,H,3,,42,B,6
SEN,F,#1206197,TGFb,72,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.72.SEN,TGFb.72.F,25,A,4,,24,H,3
Adult,I,#200910-901,Control,8,6,3,18,GSS2375_WellData_p18.txt,16,Control.8.Adult,Control.8.I,26,B,4,,31,G,4
Adult,I,#200910-901,Control,3,6,3,18,GSS2375_WellData_p18.txt,16,Control.3.Adult,Control.3.I,27,C,4,,21,E,3
SEN,F,#1206197,TGFb,2,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.2.SEN,TGFb.2.F,28,D,4,,22,F,3
SEN,F,#1206197,TGFb,96,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.96.SEN,TGFb.96.F,29,E,4,,13,E,2
Adult,I,#200910-901,Control,24,6,3,18,GSS2375_WellData_p18.txt,16,Control.24.Adult,Control.24.I,30,F,4,,56,H,7
HDFn,C,#1206197,TGFb,12,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.12.HDFn,TGFb.12.C,31,G,4,,9,A,2
Adult,I,#200910-901,Control,2,6,3,18,GSS2375_WellData_p18.txt,16,Control.2.Adult,Control.2.I,32,H,4,,12,D,2
SEN,F,#1206197,Control,8,6,3,18,GSS2375_WellData_p18.txt,16,Control.8.SEN,Control.8.F,33,A,5,,47,G,6
SEN,F,#1206197,TGFb,0.5,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.0.5.SEN,TGFb.0.5.F,34,B,5,,1,A,1
HDFn,C,#1206197,TGFb,48,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.48.HDFn,TGFb.48.C,35,C,5,,23,G,3
Adult,I,#200910-901,TGFb,1,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.1.Adult,TGFb.1.I,36,D,5,,34,B,5
SEN,F,#1206197,Baseline,0,6,3,18,GSS2375_WellData_p18.txt,16,Baseline.0.SEN,Baseline.0.F,37,E,5,,52,D,7
Adult,I,#200910-901,TGFb,48,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.48.Adult,TGFb.48.I,38,F,5,,33,A,5
SEN,F,#1206197,TGFb,48,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.48.SEN,TGFb.48.F,39,G,5,,45,E,6
Adult,I,#200910-901,Control,0.5,6,3,18,GSS2375_WellData_p18.txt,16,Control.0.5.Adult,Control.0.5.I,40,H,5,,46,F,6
HDFn,C,#1206197,Control,3,6,3,18,GSS2375_WellData_p18.txt,16,Control.3.HDFn,Control.3.C,41,A,6,,68,D,9
HDFn,C,#1206197,Baseline,0,6,3,18,GSS2375_WellData_p18.txt,16,Baseline.0.HDFn,Baseline.0.C,42,B,6,,20,D,3
SEN,F,#1206197,Control,4,6,3,18,GSS2375_WellData_p18.txt,16,Control.4.SEN,Control.4.F,43,C,6,,17,A,3
HDFn,C,#1206197,Control,1,6,3,18,GSS2375_WellData_p18.txt,16,Control.1.HDFn,Control.1.C,44,D,6,,49,A,7
HDFn,C,#1206197,TGFb,24,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.24.HDFn,TGFb.24.C,45,E,6,,35,C,5
Adult,I,#200910-901,TGFb,3,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.3.Adult,TGFb.3.I,46,F,6,,3,C,1
HDFn,C,#1206197,TGFb,72,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.72.HDFn,TGFb.72.C,47,G,6,,65,A,9
SEN,F,#1206197,Control,24,6,3,18,GSS2375_WellData_p18.txt,16,Control.24.SEN,Control.24.F,48,H,6,,43,C,6
Adult,I,#200910-901,Control,72,6,3,18,GSS2375_WellData_p18.txt,16,Control.72.Adult,Control.72.I,49,A,7,,15,G,2
HDFn,C,#1206197,TGFb,3,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.3.HDFn,TGFb.3.C,50,B,7,,51,C,7
Adult,I,#200910-901,TGFb,2,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.2.Adult,TGFb.2.I,51,C,7,,30,F,4
SEN,F,#1206197,Baseline,96,6,3,18,GSS2375_WellData_p18.txt,16,Baseline.96.SEN,Baseline.96.F,52,D,7,,5,E,1
HDFn,C,#1206197,Control,4,6,3,18,GSS2375_WellData_p18.txt,16,Control.4.HDFn,Control.4.C,53,E,7,,36,D,5
Adult,I,#200910-901,Control,4,6,3,18,GSS2375_WellData_p18.txt,16,Control.4.Adult,Control.4.I,54,F,7,,40,H,5
SEN,F,#1206197,Control,1,6,3,18,GSS2375_WellData_p18.txt,16,Control.1.SEN,Control.1.F,55,G,7,,67,C,9
HDFn,C,#1206197,TGFb,4,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.4.HDFn,TGFb.4.C,56,H,7,,59,C,8
SEN,F,#1206197,Control,96,6,3,18,GSS2375_WellData_p18.txt,16,Control.96.SEN,Control.96.F,57,A,8,,7,G,1
HDFn,C,#1206197,Control,96,6,3,18,GSS2375_WellData_p18.txt,16,Control.96.HDFn,Control.96.C,58,B,8,,63,G,8
SEN,F,#1206197,TGFb,1,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.1.SEN,TGFb.1.F,59,C,8,,41,A,6
Adult,I,#200910-901,TGFb,4,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.4.Adult,TGFb.4.I,60,D,8,,28,D,4
Adult,I,#200910-901,TGFb,0.5,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.0.5.Adult,TGFb.0.5.I,61,E,8,,10,B,2
SEN,F,#1206197,TGFb,12,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.12.SEN,TGFb.12.F,62,F,8,,37,E,5
HDFn,C,#1206197,Control,72,6,3,18,GSS2375_WellData_p18.txt,16,Control.72.HDFn,Control.72.C,63,G,8,,38,F,5
SEN,F,#1206197,TGFb,3,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.3.SEN,TGFb.3.F,64,H,8,,71,G,9
HDFn,C,#1206197,Control,24,6,3,18,GSS2375_WellData_p18.txt,16,Control.24.HDFn,Control.24.C,65,A,9,,27,C,4
HDFn,C,#1206197,Control,8,6,3,18,GSS2375_WellData_p18.txt,16,Control.8.HDFn,Control.8.C,66,B,9,,8,H,1
Adult,I,#200910-901,TGFb,96,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.96.Adult,TGFb.96.I,67,C,9,,16,H,2
HDFn,C,#1206197,TGFb,1,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.1.HDFn,TGFb.1.C,68,D,9,,6,F,1
HDFn,C,#1206197,TGFb,0.5,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.0.5.HDFn,TGFb.0.5.C,69,E,9,,2,B,1
SEN,F,#1206197,Control,12,6,3,18,GSS2375_WellData_p18.txt,16,Control.12.SEN,Control.12.F,70,F,9,,54,F,7
Adult,I,#200910-901,TGFb,12,6,3,18,GSS2375_WellData_p18.txt,16,TGFb.12.Adult,TGFb.12.I,71,G,9,,69,E,9
SEN,F,#1206197,Control,2,6,3,18,GSS2375_WellData_p18.txt,16,Control.2.SEN,Control.2.F,72,H,9,,39,G,5
